index,rate_num,score,season_name,season_num,series_name
268545,9160,6.2,因为太怕痛就全点防御力了。,1,因为太怕痛就全点防御力了。
302766,4017,5.8,因为太怕痛就全点防御力了。2,2,因为太怕痛就全点防御力了。
227718,9121,7.6,MEGALO BOX,1,MEGALO BOX
294836,5249,8.0,NOMAD MEGALO BOX 2,2,MEGALO BOX
150775,9101,7.4,NEW GAME!,1,NEW GAME!
208908,7390,7.4,NEW GAME!!,2,NEW GAME!
116287,9066,6.8,在地下城寻求邂逅是否搞错了什么,1,在地下城寻求邂逅是否搞错了什么
238004,5796,6.6,在地下城寻求邂逅是否搞错了什么 第二季,2,在地下城寻求邂逅是否搞错了什么
291412,4568,6.6,在地下城寻求邂逅是否搞错了什么 第三季,3,在地下城寻求邂逅是否搞错了什么
326874,3417,6.5,在地下城寻求邂逅是否搞错了什么 第四季 新章 迷宫篇,4,在地下城寻求邂逅是否搞错了什么
402223,3446,7.2,在地下城寻求邂逅是否搞错了什么 第四季 深章 灾厄篇,5,在地下城寻求邂逅是否搞错了什么
463778,2975,7.2,在地下城寻求邂逅是否搞错了什么 第五季 丰饶的女神篇,6,在地下城寻求邂逅是否搞错了什么
626121,0,0.0,在地下城寻求邂逅是否搞错了什么 第六季,7,在地下城寻求邂逅是否搞错了什么
84171,8986,8.1,排球少年,1,排球少年
120236,6940,8.3,排球少年 第二季,2,排球少年
173849,6382,8.4,排球少年 乌野高校 VS 白鸟泽学园高校,3,排球少年
269918,3319,7.5,排球少年 TO THE TOP,4,排球少年
295421,2994,7.7,排球少年 TO THE TOP 第二期,5,排球少年
394621,2461,7.5,排球少年！！垃圾场决战,6,排球少年
396016,7,7.6,剧场版排球少年 VS小巨人,7,排球少年
541282,0,0.0,排球少年 怪物们的远征,8,排球少年
7707,8930,7.9,伤物语Ⅰ铁血篇,1,伤物语Ⅰ铁血篇
148036,8351,8.0,伤物语Ⅱ热血篇,2,伤物语Ⅰ铁血篇
148037,8860,8.2,伤物语Ⅲ冷血篇,3,伤物语Ⅰ铁血篇
116461,8815,7.2,食戟之灵,1,食戟之灵
160124,5889,7.1,食戟之灵 贰之皿,2,食戟之灵
217632,4134,6.7,食戟之灵 餐之皿,3,食戟之灵
232646,3108,6.6,食戟之灵 餐之皿 远月列车篇,4,食戟之灵
284546,2704,6.4,食戟之灵  神之皿,5,食戟之灵
296820,1876,5.8,食戟之灵 豪之皿,6,食戟之灵
14588,8769,7.7,摇曳百合,1,摇曳百合
28900,7267,7.7,摇曳百合♪♪,2,摇曳百合
99796,3082,7.5,摇曳百合 夏日时光！,3,摇曳百合
136311,2669,7.5,摇曳百合 夏日时光！+,4,摇曳百合
127573,4444,7.6,摇曳百合 3☆High!,5,摇曳百合
243787,2173,7.5,摇曳百合、,6,摇曳百合
3425,8669,7.6,火影忍者,1,火影忍者
2782,7624,7.6,火影忍者疾风传,2,火影忍者
202661,1773,4.5,博人传-火影次世代-,3,火影忍者
423621,2,2.5,博人传-火影次世代- 第二部,4,火影忍者
24508,8549,7.0,潜行吧！奈亚子,1,潜行吧！奈亚子
58015,5651,7.0,潜行吧！奈亚子W,2,潜行吧！奈亚子
111081,2083,6.9,潜行吧！奈亚子F,3,潜行吧！奈亚子
266794,8477,7.2,石纪元,1,石纪元
296261,5317,7.1,石纪元 石之战争,2,石纪元
331479,3169,7.1,石纪元 龙水,3,石纪元
363101,3772,7.2,石纪元 新世界,4,石纪元
424372,3556,7.4,石纪元 新世界 第2部分,5,石纪元
471578,2701,7.3,石纪元 科学与未来,6,石纪元
508003,2225,7.5,石纪元 科学与未来 第2部分,7,石纪元
508004,49,7.7,石纪元 科学与未来 第3部分,8,石纪元
2617,8451,7.3,天降之物,1,天降之物
7150,6422,7.3,天降之物f,2,天降之物
12576,3295,7.2,天降之物 计时的悲伤女神,3,天降之物
86445,2533,6.8,天降之物Final 永远的我的鸟笼,4,天降之物
1880,8426,7.0,零之使魔,1,零之使魔
1103,5782,6.9,零之使魔 双月骑士,2,零之使魔
763,4809,6.6,零之使魔 三美姬的轮舞,3,零之使魔
25823,4904,6.7,零之使魔F,4,零之使魔
509297,8378,7.5,赛马娘 芦毛灰姑娘,1,赛马娘 芦毛灰姑娘
530377,3436,6.7,赛马娘 芦毛灰姑娘 第2部分,2,赛马娘 芦毛灰姑娘
11577,8335,8.3,偶像大师,1,偶像大师
64172,3978,8.0,偶像大师 剧场版 向着光辉的彼岸！,2,偶像大师
66785,68,7.6,偶像大师 MILLION LIVE!,3,偶像大师
211088,355,7.9,偶像大师 MILLION LIVE! THEATER DAYS,4,偶像大师
238006,8251,6.7,哥布林杀手,1,哥布林杀手
278661,2740,6.3,哥布林杀手 哥布林的王冠,2,哥布林杀手
326867,3597,6.1,哥布林杀手 第二季,3,哥布林杀手
5976,8241,7.2,只有神知道的世界,1,只有神知道的世界
10739,6111,7.3,只有神知道的世界 第二季,2,只有神知道的世界
46014,2952,7.1,只有神知道的世界 天理篇,3,只有神知道的世界
56112,4910,7.3,只有神知道的世界 女神篇,4,只有神知道的世界
2567,8134,7.4,学生会的一己之见,1,学生会的一己之见
48289,4027,6.8,学生会的一己之见 Lv.2,2,学生会的一己之见
2464,8018,7.5,荒川爆笑团,1,荒川爆笑团
8081,5588,7.6,荒川爆笑团2,2,荒川爆笑团
328313,7978,6.1,世界顶尖的暗杀者转生为异世界贵族,1,世界顶尖的暗杀者转生为异世界贵族
40310,7978,7.6,少女与战车,1,少女与战车
456077,6,7.0,世界顶尖的暗杀者转生为异世界贵族 第二季,2,世界顶尖的暗杀者转生为异世界贵族
72266,6800,8.3,少女与战车 剧场版,2,少女与战车
191302,3417,7.8,少女与战车 最终章 第1话,3,少女与战车
208825,2674,7.7,少女与战车 最终章 第2话,4,少女与战车
208826,2013,7.6,少女与战车 最终章 第3话,5,少女与战车
208827,1687,7.8,少女与战车 最终章 第4话,6,少女与战车
208829,10,6.7,少女与战车 最终章 第5话,7,少女与战车
208830,5,6.6,少女与战车 最终章 第6话,8,少女与战车
217660,7891,5.6,盾之勇者成名录,1,盾之勇者成名录
289906,3210,4.8,盾之勇者成名录 第二季,2,盾之勇者成名录
289907,1804,5.4,盾之勇者成名录 第三季,3,盾之勇者成名录
476542,881,5.3,盾之勇者成名录 第四季,4,盾之勇者成名录
588077,2,5.5,盾之勇者成名录 第五季,5,盾之勇者成名录
264089,7402,6.6,转生成为了只有乙女游戏破灭Flag的邪恶大小姐,1,转生成为了只有乙女游戏破灭Flag的邪恶大小姐
309056,3478,6.3,转生成为了只有乙女游戏破灭Flag的邪恶大小姐X,2,转生成为了只有乙女游戏破灭Flag的邪恶大小姐
349223,583,6.0,剧场版 转生成为了只有乙女游戏破灭Flag的邪恶大小姐,3,转生成为了只有乙女游戏破灭Flag的邪恶大小姐
380448,7363,7.5,赛马娘 Pretty Derby 巅峰之路,1,赛马娘 Pretty Derby 巅峰之路
472620,3731,7.5,赛马娘 Pretty Derby 新时代之门,2,赛马娘 Pretty Derby 巅峰之路
9774,7322,6.8,这个是僵尸吗？,1,这个是僵尸吗？
18797,4775,6.9,这个是僵尸吗？OF THE DEAD,2,这个是僵尸吗？
150955,7170,6.4,我的英雄学院,1,我的英雄学院
185761,5439,6.5,我的英雄学院 第二季,2,我的英雄学院
226677,4500,6.4,我的英雄学院 第三季,3,我的英雄学院
262162,2051,4.8,我的英雄学院 第四季,4,我的英雄学院
303399,866,4.9,我的英雄学院 第五季,5,我的英雄学院
236657,800,4.8,我的英雄学院 第六季,6,我的英雄学院
425587,500,5.5,我的英雄学院 第七季,7,我的英雄学院
518413,431,5.7,我的英雄学院 最终季,8,我的英雄学院
474906,7077,6.2,小市民系列,1,小市民系列
513018,4330,7.3,小市民系列 第二季,2,小市民系列
9800,6980,6.1,IS〈无限斯特拉托斯〉,1,IS〈无限斯特拉托斯〉
68022,3777,5.7,IS〈无限斯特拉托斯〉第二季,2,IS〈无限斯特拉托斯〉
4255,6938,7.5,迷糊餐厅,1,迷糊餐厅
20547,5706,7.6,迷糊餐厅 第二季,2,迷糊餐厅
110648,4108,7.5,迷糊餐厅 第三季,3,迷糊餐厅
167655,6844,7.2,幼女战记,1,幼女战记
234771,2796,7.1,剧场版 幼女战记,2,幼女战记
339515,81,7.4,幼女战记 第二季,3,幼女战记
390980,6819,6.4,香格里拉·弗陇提亚～屎作猎人向神作发起挑战～,1,香格里拉·弗陇提亚～屎作猎人向神作发起挑战～
487684,2913,6.5,香格里拉·弗陇提亚～屎作猎人向神作发起挑战～ 第二季,2,香格里拉·弗陇提亚～屎作猎人向神作发起挑战～
548905,8,7.0,香格里拉·弗陇提亚～屎作猎人向神作发起挑战～ 第三季,3,香格里拉·弗陇提亚～屎作猎人向神作发起挑战～
849,6753,6.9,出包王女,1,出包王女
3325,3096,7.1,出包王女 OVA,2,出包王女
8546,4124,7.2,更多 出包王女,3,出包王女
37694,5657,7.4,出包王女Darkness,4,出包王女
120763,3932,7.4,出包王女Darkness 第二季,5,出包王女
331559,6717,7.0,剧场版 咒术回战 0,1,剧场版 咒术回战 0
294993,15768,7.1,咒术回战,2,剧场版 咒术回战 0
369304,9225,7.2,咒术回战 怀玉･玉折 / 涩谷事变,3,剧场版 咒术回战 0
472741,1759,7.5,咒术回战 死灭回游 前篇,4,剧场版 咒术回战 0
616668,3,8.3,咒术回战 死灭回游 后篇,5,剧场版 咒术回战 0
64140,6697,7.4,记录的地平线,1,记录的地平线
100517,4406,7.2,记录的地平线 第二季,2,记录的地平线
298698,2271,6.8,记录的地平线 圆桌崩坏,3,记录的地平线
283,6690,7.6,南家三姐妹,1,南家三姐妹
890,3647,7.0,南家三姐妹 再来一碗,2,南家三姐妹
889,3686,7.2,南家三姐妹 欢迎回来,3,南家三姐妹
47685,4264,7.6,南家三姐妹 我回来了,4,南家三姐妹
502928,2,9.0,南家三姐妹 从今以后,5,南家三姐妹
1444,6656,7.5,天才麻将少女,1,天才麻将少女
52606,4295,7.4,天才麻将少女 全国篇,2,天才麻将少女
112151,6608,5.6,终结的炽天使,1,终结的炽天使
120705,3834,5.7,终结的炽天使 名古屋决战篇,2,终结的炽天使
198395,6570,6.7,One Room,1,One Room
226507,4787,6.8,One Room 第二季,2,One Room
301233,4115,7.0,One Room 第三季,3,One Room
529198,0,0.0,PROJECT OneLeaf,4,One Room
296076,6452,5.6,租借女友,1,租借女友
315745,2878,5.7,租借女友 第二季,2,租借女友
401783,1761,5.4,租借女友 第三季,3,租借女友
503450,871,3.7,租借女友 第四季,4,租借女友
533027,34,3.4,租借女友 第五季,5,租借女友
448478,6431,7.9,失忆投捕,1,失忆投捕
523842,1,8.0,失忆投捕 第二季,2,失忆投捕
292222,6417,6.2,魔王学院的不适任者～史上最强的魔王始祖，转生就读子孙们的学校～,1,魔王学院的不适任者～史上最强的魔王始祖，转生就读子孙们的学校～
330054,2840,5.8,魔王学院的不适任者～史上最强的魔王始祖，转生就读子孙们的学校～ 第二季,2,魔王学院的不适任者～史上最强的魔王始祖，转生就读子孙们的学校～
455981,1452,5.4,魔王学院的不适任者～史上最强的魔王始祖，转生就读子孙们的学校～ 第二季 第2部分,3,魔王学院的不适任者～史上最强的魔王始祖，转生就读子孙们的学校～
402128,6334,7.3,命运-奇异赝品 黎明低语,1,命运-奇异赝品 黎明低语
443831,3518,7.7,Fate/strange Fake,2,命运-奇异赝品 黎明低语
231722,6322,7.0,邪神与厨二病少女,1,邪神与厨二病少女
272188,5301,7.3,邪神与厨二病少女’,2,邪神与厨二病少女
316131,3371,6.6,邪神与厨二病少女 X,3,邪神与厨二病少女
433729,801,5.8,邪神与厨二病少女【世纪末篇】,4,邪神与厨二病少女
3892,6301,7.9,赌博默示录,1,赌博默示录
12317,4344,7.8,赌博默示录 破戒录篇,2,赌博默示录
146093,6276,7.3,亚人,1,亚人
181640,3705,7.0,亚人 第2部分,2,亚人
335225,6180,7.0,古见同学有交流障碍症,1,古见同学有交流障碍症
363242,3914,7.3,古见同学有交流障碍症 第二季,2,古见同学有交流障碍症
460306,6179,6.8,青之箱,1,青之箱
548156,1,10.0,青之箱 第二季,2,青之箱
91205,6124,7.9,高分少女,1,高分少女
262277,3129,7.9,高分少女 EXTRA STAGE,2,高分少女
278569,5048,8.1,高分少女 第二季,3,高分少女
93377,6010,8.4,瑞克和莫蒂 第一季,1,瑞克和莫蒂 第一季
141530,4945,8.4,瑞克和莫蒂 第二季,2,瑞克和莫蒂 第一季
146457,5144,8.5,瑞克和莫蒂 第三季,3,瑞克和莫蒂 第一季
246238,3190,8.0,瑞克和莫蒂 第四季,4,瑞克和莫蒂 第一季
331936,1891,7.5,瑞克和莫蒂 第五季,5,瑞克和莫蒂 第一季
358934,1389,7.4,瑞克和莫蒂 第六季,6,瑞克和莫蒂 第一季
441140,961,7.3,瑞克和莫蒂 第七季,7,瑞克和莫蒂 第一季
451756,550,7.1,瑞克和莫蒂 第八季,8,瑞克和莫蒂 第一季
451757,0,0.0,瑞克和莫蒂 第九季,9,瑞克和莫蒂 第一季
451758,1,8.0,瑞克和莫蒂 第十季,10,瑞克和莫蒂 第一季
520676,0,0.0,瑞克和莫蒂 第十一季,11,瑞克和莫蒂 第一季
520677,0,0.0,瑞克和莫蒂 第十二季,12,瑞克和莫蒂 第一季
68035,5999,7.8,有顶天家族,1,有顶天家族
193042,3181,7.8,有顶天家族 第二季,2,有顶天家族
506672,5944,6.9,魔女与使魔,1,魔女与使魔
592175,0,0.0,魔女与使魔 第二季,2,魔女与使魔
43951,5889,6.9,Fate/kaleid liner 魔法少女☆伊莉雅,1,Fate/kaleid liner 魔法少女☆伊莉雅
83402,4722,7.1,Fate/kaleid liner 魔法少女☆伊莉雅 2wei!,2,Fate/kaleid liner 魔法少女☆伊莉雅
113134,4236,7.1,Fate/kaleid liner 魔法少女☆伊莉雅 2wei Herz!,3,Fate/kaleid liner 魔法少女☆伊莉雅
147466,3586,6.9,Fate/kaleid liner 魔法少女☆伊莉雅 3rei!!,4,Fate/kaleid liner 魔法少女☆伊莉雅
306971,1339,6.5,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 Licht 无名的少女,5,Fate/kaleid liner 魔法少女☆伊莉雅
347191,40,7.0,Fate/kaleid liner 魔法少女☆伊莉雅 续篇,6,Fate/kaleid liner 魔法少女☆伊莉雅
292969,5848,6.3,打了300年的史莱姆，不知不觉就练到了满级,1,打了300年的史莱姆，不知不觉就练到了满级
364844,2148,6.0,打了300年的史莱姆，不知不觉就练到了满级 第二季,2,打了300年的史莱姆，不知不觉就练到了满级
979,5845,7.8,黑礁,1,黑礁
980,4947,7.9,黑礁 The Second Barrage,2,黑礁
6985,3286,7.7,黑礁 Roberta’s Blood Trail,3,黑礁
267732,5840,6.7,君主·埃尔梅罗二世事件簿 魔眼收集列车 Grace note,1,君主·埃尔梅罗二世事件簿 魔眼收集列车 Grace note
340842,1725,6.6,君主·埃尔梅罗二世事件簿 魔眼收集列车 特别篇,2,君主·埃尔梅罗二世事件簿 魔眼收集列车 Grace note
296659,5804,7.5,Love Live! 虹咲学园校园偶像同好会,1,Love Live! 虹咲学园校园偶像同好会
335579,4228,7.4,Love Live! 虹咲学园校园偶像同好会 第二季,2,Love Live! 虹咲学园校园偶像同好会
408883,1225,6.8,LoveLive！虹咲学园学园偶像同好会 NEXT SKY,3,Love Live! 虹咲学园校园偶像同好会
442614,607,6.7,电影 Love Live! 虹咲学园校园偶像同好会 完结篇 第1章,4,Love Live! 虹咲学园校园偶像同好会
442615,56,7.3,电影 Love Live! 虹咲学园校园偶像同好会 完结篇 第2章,5,Love Live! 虹咲学园校园偶像同好会
442616,2,8.0,电影 Love Live! 虹咲学园校园偶像同好会 完结篇 最终章,6,Love Live! 虹咲学园校园偶像同好会
2790,5797,7.6,好想告诉你,1,好想告诉你
9757,4303,7.6,好想告诉你 第二季,2,好想告诉你
453140,640,7.3,好想告诉你 第三季,3,好想告诉你
50331,5793,7.1,中二病也要谈恋爱！Lite,1,中二病也要谈恋爱！Lite
91651,4215,6.9,中二病也要谈恋爱！恋 Lite,2,中二病也要谈恋爱！Lite
299,5774,7.8,再见绝望先生,1,再见绝望先生
300,3732,7.8,俗・再见绝望先生,2,再见绝望先生
2603,2182,7.7,狱・再见绝望先生,3,再见绝望先生
1742,2988,7.8,忏・再见绝望先生,4,再见绝望先生
3805,1273,7.7,忏・再见绝望先生 番外地,5,再见绝望先生
114105,606,7.4,再见绝望先生 Blu-ray BOX化纪念话,6,再见绝望先生
38040,5769,7.2,Little Busters!,1,Little Busters!
69484,4731,7.8,Little Busters! 〜Refrain〜,2,Little Busters!
15910,5757,6.9,恶魔高校 D×D,1,恶魔高校 D×D
48700,3623,6.9,恶魔高校 D×D NEW,2,恶魔高校 D×D
106212,2698,6.7,恶魔高校 D×D BorN,3,恶魔高校 D×D
195845,1781,6.3,恶魔高校 D×D HERO,4,恶魔高校 D×D
334,5728,7.6,全金属狂潮,1,全金属狂潮
337,4622,7.8,全金属狂潮 The Second Raid,2,全金属狂潮
150246,2224,7.0,全金属狂潮 Invisible Victory,3,全金属狂潮
343656,5694,6.4,测不准的阿波连同学,1,测不准的阿波连同学
506922,1724,6.5,测不准的阿波连同学 第二季,2,测不准的阿波连同学
847,5620,8.4,蜂蜜与四叶草,1,蜂蜜与四叶草
848,4356,8.5,蜂蜜与四叶草II,2,蜂蜜与四叶草
489820,5592,7.5,乱马1/2,1,乱马1/2
529966,2447,7.3,乱马1/2 第二季,2,乱马1/2
231414,5577,5.0,平凡职业造就世界最强,1,平凡职业造就世界最强
292316,2929,5.8,平凡职业造就世界最强 第二季,2,平凡职业造就世界最强
400576,1503,5.4,平凡职业造就世界最强 第三季,3,平凡职业造就世界最强
1704,5562,8.4,猎人,1,猎人
10356,1741,8.2,猎人 OVA,2,猎人
10357,1287,7.8,猎人 OVA2 贪婪大陆,3,猎人
10358,1199,7.8,猎人 OVA3 贪婪大陆 最终季,4,猎人
325808,5496,6.3,地狱乐,1,地狱乐
443446,590,6.7,地狱乐 第二季,2,地狱乐
41658,5477,7.1,向山进发,1,向山进发
67376,5477,7.1,灰色的果实,1,灰色的果实
86670,4044,7.6,向山进发 第二季,2,向山进发
121187,4213,7.2,灰色的迷宫,2,灰色的果实
216310,3645,7.7,向山进发 第三季,3,向山进发
130234,4642,7.3,灰色的乐园,3,灰色的果实
290980,3751,8.0,向山进发 Next Summit,4,向山进发
808,5400,7.4,旋风管家,1,旋风管家
1427,3357,7.3,旋风管家 第二季,2,旋风管家
17792,1142,6.5,旋风管家 HEAVEN IS A PLACE ON EARTH,3,旋风管家
22562,1644,6.2,旋风管家 CAN'T TAKE MY EYES OFF YOU,4,旋风管家
58709,1511,6.5,旋风管家 Cuties,5,旋风管家
99810,423,6.5,旋风管家 OAD,6,旋风管家
297954,5368,6.6,致不灭的你,1,致不灭的你
348128,1827,6.4,致不灭的你 第二季,2,致不灭的你
424242,335,6.6,致不灭的你 第三季,3,致不灭的你
479477,5354,6.1,杖与剑的魔剑谭,1,杖与剑的魔剑谭
515856,4,7.3,杖与剑的魔剑谭 第二季,2,杖与剑的魔剑谭
769,5312,8.1,飞跃巅峰！,1,飞跃巅峰！
768,4247,8.0,飞跃巅峰2！,2,飞跃巅峰！
259709,1,8.0,飞跃巅峰3,3,飞跃巅峰！
144357,5279,6.6,文豪野犬,1,文豪野犬
171068,3589,6.8,文豪野犬 第二季,2,文豪野犬
254762,2983,6.8,文豪野犬 第三季,3,文豪野犬
356413,1818,6.7,文豪野犬 第四季,4,文豪野犬
426815,1427,6.0,文豪野犬 第五季,5,文豪野犬
1600,5254,7.3,死神,1,死神
302286,4460,7.9,死神 千年血战篇,2,死神
412916,3006,7.5,死神 千年血战篇-诀别谭-,3,死神
457326,2122,7.4,死神 千年血战篇-相克谭-,4,死神
530725,9,9.1,死神 千年血战篇-祸进谭-,5,死神
67826,5202,6.6,噬血狂袭,1,噬血狂袭
182239,2262,6.6,噬血狂袭 II,2,噬血狂袭
240037,1775,6.5,噬血狂袭 III,3,噬血狂袭
292073,1475,6.6,噬血狂袭 IV,4,噬血狂袭
340288,1133,6.7,噬血狂袭 最终季,5,噬血狂袭
805,5158,7.4,濑户的花嫁,1,濑户的花嫁
3070,1458,7.3,濑户的花嫁 OVA,2,濑户的花嫁
357962,5129,6.0,魔都精兵的奴隶,1,魔都精兵的奴隶
486054,800,6.5,魔都精兵的奴隶 第二季,2,魔都精兵的奴隶
225462,5090,6.9,Re：从零开始的异世界生活 雪之回忆,1,Re：从零开始的异世界生活 雪之回忆
261805,4245,6.7,Re：从零开始的异世界生活 冰结之绊,2,Re：从零开始的异世界生活 雪之回忆
2784,5057,7.7,犬夜叉,1,犬夜叉
2785,2794,7.6,犬夜叉 完结篇,2,犬夜叉
306193,697,4.4,半妖的夜叉姬,3,犬夜叉
331164,237,4.8,半妖的夜叉姬 第二季,4,犬夜叉
5656,4951,7.3,圣诞之吻SS,1,圣诞之吻SS
24649,3431,7.3,圣诞之吻SS+ plus,2,圣诞之吻SS
50,4939,7.8,机动战士高达,1,机动战士高达
9622,5044,8.5,机动战士Z高达,2,机动战士高达
4213,1977,7.0,机动战士高达ZZ,3,机动战士高达
4583,4863,8.5,机动战士高达 逆袭的夏亚,4,机动战士高达
3113,3884,7.5,机动战士高达UC,5,机动战士高达
243428,1159,5.0,机动战士高达NT,6,机动战士高达
243429,5319,7.9,机动战士高达 闪光的哈萨维,7,机动战士高达
243430,114,7.3,机动战士高达 闪光的哈萨维 喀耳刻的魔女,8,机动战士高达
243431,0,0.0,机动战士高达 闪光的哈萨维 第3部,9,机动战士高达
243432,0,0.0,机动战士高达UC2,10,机动战士高达
1260,4935,7.2,地狱少女,1,地狱少女
1261,2859,7.4,地狱少女 二笼,2,地狱少女
1120,2266,7.1,地狱少女 三鼎,3,地狱少女
210231,1617,6.3,地狱少女 宵伽,4,地狱少女
605,4909,8.3,棋魂,1,棋魂
36271,923,7.6,棋魂特别篇 迈向北斗杯之路,2,棋魂
364822,4772,4.4,关于邻家的天使大人不知不觉把我惯成了废人这档子事,1,关于邻家的天使大人不知不觉把我惯成了废人这档子事
458684,27,4.6,关于邻家的天使大人不知不觉把我惯成了废人这档子事 第二季,2,关于邻家的天使大人不知不觉把我惯成了废人这档子事
186515,4711,6.4,BanG Dream!,1,BanG Dream!
246429,4058,7.3,BanG Dream! 第二季,2,BanG Dream!
246430,3375,7.4,BanG Dream! 第三季,3,BanG Dream!
305059,1049,7.1,剧场版 BanG Dream! Poppin'Dream！,4,BanG Dream!
80864,4616,7.9,太空丹迪,1,太空丹迪
100501,3644,8.2,太空丹迪 第二季,2,太空丹迪
262943,4592,6.1,喜欢本大爷的竟然就你一个？,1,喜欢本大爷的竟然就你一个？
297225,1445,6.5,喜欢本大爷的竟然就你一个？～我们的比赛结束～,2,喜欢本大爷的竟然就你一个？
100205,4456,5.8,新妹魔王的契约者,1,新妹魔王的契约者
128885,2311,5.9,新妹魔王的契约者 BURST,2,新妹魔王的契约者
228625,981,5.9,新妹魔王的契约者 DEPARTURES,3,新妹魔王的契约者
531,4392,8.2,水星领航员,1,水星领航员
1269,2642,8.3,水星领航员 第二季,2,水星领航员
750,1570,8.1,水星领航员 OVA ～ARIETTA～,3,水星领航员
1270,2756,8.7,水星领航员 第三季,4,水星领航员
124341,1673,8.3,水星领航员 The AVVENIRE,5,水星领航员
304087,799,7.7,水星领航员 The CREPUSCOLO,6,水星领航员
329948,761,7.9,水星领航员 The BENEDIZIONE,7,水星领航员
410346,4367,6.7,2.5次元的诱惑,1,2.5次元的诱惑
528495,6,8.5,2.5次元的诱惑 第二季,2,2.5次元的诱惑
407133,4354,6.4,转生为第七王子，随心所欲的魔法学习之路,1,转生为第七王子，随心所欲的魔法学习之路
499656,2252,6.4,转生为第七王子，随心所欲的魔法学习之路 第二季,2,转生为第七王子，随心所欲的魔法学习之路
440,4346,8.0,校园迷糊大王,1,校园迷糊大王
1878,2875,7.8,校园迷糊大王 二学期,2,校园迷糊大王
1879,1528,7.2,校园迷糊大王 三学期,3,校园迷糊大王
236224,4344,5.9,异世界魔王与召唤少女的奴隶魔术,1,异世界魔王与召唤少女的奴隶魔术
303864,2397,5.8,异世界魔王与召唤少女的奴隶魔术Ω,2,异世界魔王与召唤少女的奴隶魔术
883,4312,7.0,黑执事,1,黑执事
100526,1575,7.1,黑执事 马戏团篇,2,黑执事
100511,738,7.1,黑执事 幽鬼城杀人事件篇,3,黑执事
148389,778,7.0,黑执事 豪华客船篇,4,黑执事
444049,476,6.1,黑执事 -寄宿学校篇-,5,黑执事
502875,430,6.7,黑执事 -绿之魔女篇-,6,黑执事
277551,4298,6.4,地缚少年花子君,1,地缚少年花子君
464593,1012,6.7,地缚少年花子君 第二季,2,地缚少年花子君
548940,601,6.5,地缚少年花子君 第二季 第2部分,3,地缚少年花子君
57978,4297,7.3,黄金拼图,1,黄金拼图
100405,2969,7.3,HELLO!! 黄金拼图,2,黄金拼图
175532,1440,7.1,黄金拼图 Pretty Days,3,黄金拼图
302373,932,7.4,剧场版 黄金拼图 谢谢你!!,4,黄金拼图
993,4270,7.4,白色相簿,1,白色相簿
2586,3005,7.4,白色相簿-后半,2,白色相簿
221127,4247,7.5,黄金神威,1,黄金神威
251547,3322,7.7,黄金神威 第二季,2,黄金神威
285901,3358,8.1,黄金神威 第三季,3,黄金神威
361095,1897,7.7,黄金神威 第四季,4,黄金神威
443106,245,7.6,黄金神威 最终章,5,黄金神威
266372,4188,6.5,炎炎消防队,1,炎炎消防队
297342,2212,6.6,炎炎消防队 二之章,2,炎炎消防队
382126,962,5.9,炎炎消防队 叁之章,3,炎炎消防队
502876,171,6.3,炎炎消防队 叁之章 第2部分,4,炎炎消防队
443112,4148,6.7,公主大人“拷问”的时间到了,1,公主大人“拷问”的时间到了
486763,640,7.2,公主大人“拷问”的时间到了 第二季,2,公主大人“拷问”的时间到了
470045,4122,7.2,噗妮露是可爱史莱姆,1,噗妮露是可爱史莱姆
530115,2193,7.4,噗妮露是可爱史莱姆 第二季,2,噗妮露是可爱史莱姆
372010,4095,7.3,狼与香辛料 行商邂逅贤狼,1,狼与香辛料 行商邂逅贤狼
514926,26,8.4,狼与香辛料 行商邂逅贤狼 第二季,2,狼与香辛料 行商邂逅贤狼
299498,4078,6.1,宇崎学妹想要玩！,1,宇崎学妹想要玩！
315744,1952,6.2,宇崎学妹想要玩！ω,2,宇崎学妹想要玩！
266301,3989,7.6,异兽魔都,1,异兽魔都
474371,5,7.0,异兽魔都 第二季,2,异兽魔都
319513,3950,6.0,女友成堆,1,女友成堆
398949,2095,6.5,女友成堆 第二季,2,女友成堆
119889,3877,6.0,我老婆是学生会长,1,我老婆是学生会长
167348,2242,5.9,我老婆是学生会长!+!,2,我老婆是学生会长
210864,3876,7.2,魔法使的新娘,1,魔法使的新娘
399820,1232,6.7,魔法使的新娘 第二季,2,魔法使的新娘
442523,844,6.5,魔法使的新娘 第二季 第2部分,3,魔法使的新娘
194877,3847,6.6,星期一的丰满,1,星期一的丰满
349616,1652,6.2,星期一的丰满 第二季,2,星期一的丰满
496617,3770,5.7,坂本日常,1,坂本日常
524005,1522,6.1,坂本日常 第2部分,2,坂本日常
616760,4,7.3,坂本日常 第二季,3,坂本日常
928,3764,7.8,现视研,1,现视研
1220,1845,7.5,现视研 OVA,2,现视研
1219,2835,7.8,现视研2,3,现视研
91252,794,7.1,现视研 二代目 OAD,4,现视研
71802,2249,7.4,现视研 二代目,5,现视研
320851,3722,5.6,精灵幻想记,1,精灵幻想记
355803,1769,5.2,精灵幻想记 第二季,2,精灵幻想记
376137,3694,6.4,异世界悠闲农家,1,异世界悠闲农家
575057,0,0.0,异世界悠闲农家 第二季,2,异世界悠闲农家
